crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
SOL-USD,2020-04-11,2020-12-30,264 days,100.0,100.32520207253982,0.3252020725398299,97.65956206082134,3.5787013805505428,0.0,1.0351019213258439,140 days,61,61,0,0.0,44.26229508196721,62.17856353498124,-32.34783228439594,11.055066239433256,-5.788394291076503,2 days 19:33:20,1 days 02:07:03.529411764,1.1708885725353888,0.005331181517046403,0.37777200064678734,0.4346393330830759,1.1189931765454701,0.6268909047253937
SOL-USD,2021-01-02,2021-12-30,363 days,100.0,126.61987167243986,26.619871672439853,9501.155258919936,100.0,0.0,30.014400139424126,135 days,79,79,0,0.0,50.63291139240506,46.080210498096164,-37.20876760787524,12.60633881775171,-4.94641864615064,2 days 17:24:00,1 days 03:04:36.923076923,1.3656641511619754,0.33696040091696033,0.8502497458396302,0.8923927452495176,1.2947610091993522,1.191898957583516
SOL-USD,2022-01-02,2022-12-30,363 days,100.0,83.95951664860804,-16.04048335139196,-94.3984480717295,96.36140041749371,0.0,31.670944842496457,273 days,91,90,1,0.0,34.44444444444444,29.907069307606175,-24.79595021147451,5.645424055500584,-4.019910526937524,3 days 04:38:42.580645161,1 days 09:21:21.355932203,0.789865272179752,-0.17822759279324418,-0.41202985046792845,-0.5090255776403901,0.9071592619824621,-0.5846265873147234
SOL-USD,2023-01-02,2023-12-30,363 days,100.0,145.9035009428227,45.9035009428227,803.4452250709197,75.38267384082238,0.0,9.25146312700523,174 days,86,86,0,0.0,37.2093023255814,39.81738465870239,-8.365350093501176,10.601005553991467,-2.8232589286662475,2 days 23:15:00,1 days 02:40:00,2.9188938941651785,0.5337616388700315,1.8855087218927264,4.994615560421066,1.947247310770173,4.234485831093556
SOL-USD,2024-01-02,2024-12-30,364 days,100.0,196.17049671926955,96.17049671926955,79.18193160230607,100.0,0.0,19.865171509664194,143 days,78,77,1,0.0,44.15584415584416,31.758981829387224,-8.445203593484766,6.49242903908985,-2.6676863316334174,3 days 09:10:35.294117647,1 days 07:48:50.232558139,1.7820582161861473,1.248967489860643,1.9313785320981536,4.859458248956001,1.5547636075602174,3.4130576606168335
SOL-USD,2025-01-02,2025-02-23,53 days,100.0,104.06118012378897,4.061180123788972,-19.121862079059902,79.15947319465786,0.0,6.426386569641333,36 days,9,9,0,0.0,33.33333333333333,33.64706181068413,-4.190432314838667,12.150693838681741,-2.609414374493418,5 days 00:00:00,2 days 20:00:00,1.521867152615461,0.45124223597655233,1.0114576416537178,4.908181208574381,1.2533028264557025,1.6393765045492654
DOT-USD,2020-08-21,2020-12-30,132 days,100.0,100.23228857761148,0.23228857761148047,152.3210341776144,3.5163282182239164,0.0,0.34795078500077636,124 days,27,27,0,0.0,48.148148148148145,22.285661952216763,-11.542026715996052,5.453981457960558,-2.8529097437012876,2 days 00:00:00,1 days 00:00:00,1.497910905776014,0.008603280652277043,0.5834752887977223,1.8497751429319427,1.305863855458954,0.9830026749930691
DOT-USD,2021-01-02,2021-12-30,363 days,100.0,110.21316205018982,10.213162050189823,199.36234519604793,46.56225126436609,0.0,11.028381450135104,230 days,89,88,1,0.0,37.5,59.87590915652915,-37.93351738574498,11.271431462909481,-4.384314194814515,3 days 00:43:38.181818181,1 days 04:21:49.090909090,1.3202655380071098,0.11605865966124801,0.7351338266188874,0.9314357854646742,1.2134373347724188,1.231519071488263
DOT-USD,2022-01-02,2022-12-30,363 days,100.0,91.60908069388516,-8.390919306114842,-85.4581023979557,25.5211999496205,0.0,8.79547195388206,352 days,96,95,1,0.002727395931444221,33.68421052631579,21.095528526470105,-21.14984733307686,4.418210996716635,-3.905381448451241,2 days 22:30:00,1 days 11:25:42.857142857,0.4623817506527583,-0.08835417581101358,-1.6217778524574837,-0.9590324867032644,0.6715769421832538,-2.0066126195973983
DOT-USD,2023-01-02,2023-12-30,363 days,100.0,101.12792537494308,1.127925374943075,86.45946319132437,7.897823674249496,0.0,2.372314343709481,334 days,92,91,1,0.0,37.362637362637365,23.476195957724126,-8.698407051871786,4.739121631506929,-2.1454608140731883,3 days 00:42:21.176470588,1 days 07:34:44.210526315,1.2628522454254474,0.012394784340033792,0.5296100325740564,0.47808797015386373,1.1491497964578623,0.9247124223731714
